;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID31;ID32;ID33;ID34;ID35;ID36;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID59;ID60;ID61;ID62;ID63;ID64;ID65;ID66;ID67;ID68;ID69;ID70;ID71;ID72;ID73;ID74;ID75;ID77
ID52;0.999253;0.998914;0.998730;0.999268;0.999231;0.998944;0.999101;0.999228;0.998618;0.999411;0.999495;0.997171;0.993286;0.951802;0.966723;0.965229;0.934325;0.961881;0.999576;0.991908;0.980265;0.938670;0.917278;0.952013;0.993527;0.998045;0.995422;0.998314;0.998957;0.999460;0.944959;0.998535;0.996165;0.998486;0.995943;0.925930;0.893333;0.996814;0.997263;0.999630;0.000000;0.904596;0.926690;0.856853;0.899907;0.893593;0.992991;0.977929;0.974445;0.933419;0.967787;0.893747;0.948328;0.987615;0.839042;0.869175;0.851394;0.906056;0.932860;0.953312;0.942967;0.925238;0.928653;0.979850
ID53;0.995301;0.992634;0.994982;0.996834;0.992972;0.994881;0.996401;0.995196;0.986199;0.995572;0.996772;0.992340;0.977053;0.935391;0.944012;0.940688;0.895172;0.940965;0.999251;0.980514;0.960906;0.895354;0.926679;0.922979;0.979635;0.982078;0.986923;0.991696;0.993053;0.999827;0.982456;0.989365;0.972689;0.987414;0.968777;0.883788;0.857199;0.998707;0.978919;0.999686;0.904596;0.000000;0.915227;0.804626;0.840808;0.890920;0.937800;0.914589;0.978514;0.878979;0.939457;0.826530;0.895047;0.961182;0.919333;0.811457;0.811402;0.850614;0.891846;0.961530;0.898728;0.928305;0.948580;0.949050
ID54;0.999120;0.998267;0.998622;0.998895;0.999020;0.998715;0.998721;0.999141;0.998610;0.999352;0.999415;0.997571;0.995618;0.956443;0.966394;0.962893;0.936234;0.960912;0.999617;0.995389;0.981819;0.939756;0.929385;0.952274;0.992801;0.996527;0.997225;0.997090;0.997891;0.999767;0.995132;0.997850;0.997107;0.997844;0.996663;0.947012;0.906434;0.999523;0.997579;0.999684;0.926690;0.915227;0.000000;0.886625;0.912501;0.920469;0.994705;0.981168;0.983065;0.940410;0.966118;0.915553;0.958787;0.986054;0.938067;0.896654;0.895397;0.916755;0.943863;0.972398;0.953201;0.974756;0.990846;0.969391
ID55;0.993050;0.990768;0.993369;0.996074;0.990295;0.993099;0.995327;0.993198;0.981255;0.993737;0.995634;0.989839;0.963696;0.878327;0.908443;0.888757;0.814309;0.889516;0.998912;0.967412;0.937648;0.822264;0.850141;0.862176;0.966528;0.971115;0.979807;0.986658;0.990788;0.999805;0.971832;0.982167;0.958408;0.981252;0.961156;0.843335;0.739594;0.998443;0.970187;0.999631;0.856853;0.804626;0.886625;0.000000;0.753830;0.833509;0.937490;0.897284;0.969255;0.809073;0.885491;0.756578;0.850997;0.941139;0.875733;0.713873;0.724958;0.744370;0.830876;0.950020;0.841106;0.901264;0.924218;0.928907
ID56;0.991173;0.990132;0.992813;0.995565;0.989133;0.992380;0.993827;0.991159;0.977400;0.991898;0.994652;0.987842;0.943846;0.866602;0.891516;0.860169;0.795683;0.872999;0.998472;0.947113;0.911078;0.793237;0.865101;0.846892;0.946177;0.951156;0.962659;0.975322;0.987980;0.999707;0.952655;0.972884;0.935875;0.970352;0.946925;0.852332;0.766413;0.998456;0.946661;0.999879;0.899907;0.840808;0.912501;0.753830;0.000000;0.877756;0.912722;0.846695;0.971932;0.777699;0.845604;0.773282;0.861317;0.896495;0.910981;0.763959;0.799042;0.750836;0.849503;0.965282;0.844864;0.876873;0.892980;0.907894
ID57;0.998839;0.998683;0.998153;0.998931;0.998643;0.998298;0.998912;0.999041;0.998362;0.999354;0.999404;0.996737;0.994840;0.954361;0.962410;0.959381;0.927814;0.958426;0.999514;0.993812;0.978127;0.924989;0.904892;0.946472;0.991960;0.996078;0.997069;0.996760;0.998913;0.999729;0.994098;0.997313;0.995905;0.996007;0.991935;0.920058;0.891245;0.998542;0.997334;0.998935;0.893593;0.890920;0.920469;0.833509;0.877756;0.000000;0.984668;0.967791;0.926737;0.923646;0.961794;0.871203;0.938126;0.983800;0.895779;0.852924;0.833900;0.903779;0.928435;0.941559;0.938783;0.973610;0.988137;0.976626
ID59;0.993416;0.990542;0.992930;0.996108;0.990524;0.993061;0.995041;0.993398;0.981907;0.994073;0.995743;0.990159;0.973411;0.967544;0.965915;0.960852;0.938589;0.966396;0.998943;0.978174;0.967096;0.932956;0.990037;0.955763;0.969996;0.972362;0.979474;0.986136;0.992682;0.999799;0.975862;0.981822;0.962022;0.975957;0.944766;0.930695;0.944275;0.998236;0.972246;0.999346;0.992991;0.937800;0.994705;0.937490;0.912722;0.984668;0.000000;0.865286;0.950129;0.911318;0.953290;0.913699;0.928023;0.955986;0.990957;0.923110;0.948141;0.924120;0.946230;0.991862;0.937215;0.931986;0.941402;0.972371
ID60;0.989488;0.988731;0.991202;0.994890;0.987029;0.990977;0.992552;0.990325;0.974385;0.990932;0.993657;0.986301;0.948968;0.929207;0.931811;0.913854;0.880460;0.928058;0.998392;0.957622;0.933888;0.869207;0.969824;0.909579;0.945449;0.950578;0.961046;0.972815;0.987703;0.999679;0.953986;0.970736;0.941147;0.964120;0.926344;0.899508;0.894118;0.998854;0.949250;0.999584;0.977929;0.914589;0.981168;0.897284;0.846695;0.967791;0.865286;0.000000;0.938764;0.843876;0.894495;0.872183;0.899319;0.907055;0.976839;0.880224;0.921714;0.860465;0.913458;0.986921;0.896532;0.892628;0.904509;0.937697
ID61;0.999009;0.998839;0.998567;0.999272;0.999116;0.998553;0.999057;0.999171;0.998583;0.999424;0.999487;0.996699;0.997748;0.991386;0.990447;0.989884;0.984391;0.990978;0.999582;0.997090;0.993158;0.980170;0.971322;0.988308;0.990846;0.996708;0.996959;0.996780;0.998973;0.999708;0.995740;0.997304;0.996497;0.993356;0.980445;0.977502;0.982172;0.999484;0.998068;0.999115;0.974445;0.978514;0.983065;0.969255;0.971932;0.926737;0.950129;0.938764;0.000000;0.981545;0.990588;0.973619;0.984884;0.994186;0.968679;0.973111;0.969931;0.984141;0.983577;0.967640;0.987917;0.988393;0.994954;0.994199
ID62;0.985389;0.986971;0.989381;0.993750;0.983695;0.989108;0.990307;0.986056;0.966230;0.987457;0.991806;0.982704;0.908865;0.868531;0.883646;0.852382;0.805616;0.874025;0.997947;0.918811;0.891098;0.804815;0.905068;0.853411;0.916167;0.919851;0.939473;0.958813;0.979127;0.999598;0.926868;0.952953;0.912925;0.957141;0.937578;0.870665;0.809395;0.998815;0.918925;0.999679;0.933419;0.878979;0.940410;0.809073;0.777699;0.923646;0.911318;0.843876;0.981545;0.000000;0.826968;0.810720;0.849278;0.853955;0.939755;0.811964;0.852979;0.756272;0.846670;0.975582;0.823288;0.837438;0.842878;0.896891
ID63;0.981999;0.991707;0.991967;0.994504;0.987161;0.992366;0.989231;0.984508;0.975121;0.986002;0.990365;0.986485;0.893182;0.800154;0.854967;0.699424;0.757339;0.789728;0.996370;0.896841;0.848216;0.760959;0.880006;0.787779;0.892567;0.893258;0.907583;0.902785;0.976600;0.999140;0.914456;0.944060;0.936923;0.956526;0.959452;0.913112;0.800382;0.999405;0.896532;0.999865;0.967787;0.939457;0.966118;0.885491;0.845604;0.961794;0.953290;0.894495;0.990588;0.826968;0.000000;0.891806;0.927738;0.742404;0.971020;0.889675;0.926498;0.785401;0.912229;0.990116;0.891444;0.893891;0.876899;0.707466
ID64;0.992276;0.990136;0.992949;0.995923;0.989295;0.992443;0.994581;0.991895;0.977413;0.992629;0.995203;0.988571;0.950970;0.899077;0.912572;0.900929;0.838494;0.906760;0.998861;0.953357;0.929228;0.841378;0.894404;0.885620;0.958304;0.960817;0.972907;0.983738;0.989262;0.999830;0.964107;0.977918;0.939501;0.976603;0.955713;0.859735;0.808155;0.998509;0.955405;0.999744;0.893747;0.826530;0.915553;0.756578;0.773282;0.871203;0.913699;0.872183;0.973619;0.810720;0.891806;0.000000;0.844466;0.924077;0.907002;0.766824;0.784560;0.782537;0.849802;0.960651;0.848413;0.874511;0.897050;0.938042
ID65;0.989475;0.986807;0.990665;0.994398;0.985303;0.989837;0.992844;0.989333;0.966973;0.990299;0.993933;0.984488;0.932620;0.939034;0.938196;0.940271;0.908897;0.946730;0.998736;0.940913;0.937116;0.907824;0.959347;0.934978;0.941039;0.941612;0.962153;0.979012;0.983097;0.999760;0.949779;0.965441;0.909082;0.969427;0.950406;0.909019;0.902628;0.997692;0.940740;0.999349;0.948328;0.895047;0.958787;0.850997;0.861317;0.938126;0.928023;0.899319;0.984884;0.849278;0.927738;0.844466;0.000000;0.920980;0.941686;0.855158;0.867890;0.841529;0.858918;0.975344;0.839873;0.839633;0.851860;0.960279
ID66;0.978478;0.989917;0.990624;0.993501;0.984560;0.990592;0.986688;0.981114;0.968688;0.983300;0.989143;0.983464;0.850355;0.888968;0.893663;0.836882;0.864891;0.887239;0.996467;0.860608;0.842548;0.858553;0.967202;0.885347;0.849274;0.849888;0.869595;0.858296;0.970061;0.999255;0.881370;0.916400;0.910115;0.943128;0.959278;0.942255;0.921406;0.999340;0.856261;0.999837;0.987615;0.961182;0.986054;0.941139;0.896495;0.983800;0.955986;0.907055;0.994186;0.853955;0.742404;0.924077;0.920980;0.000000;0.978580;0.936628;0.961619;0.855247;0.925006;0.994585;0.891549;0.870874;0.835527;0.841208
ID67;0.998219;0.998329;0.997955;0.998709;0.998434;0.997885;0.998652;0.998819;0.998273;0.999178;0.999240;0.996851;0.991030;0.958224;0.968664;0.968368;0.942276;0.965789;0.999267;0.991737;0.980828;0.945213;0.926652;0.957580;0.986834;0.994460;0.993586;0.996114;0.998744;0.999506;0.954861;0.996391;0.990895;0.996277;0.993943;0.943673;0.911340;0.996896;0.995075;0.999113;0.839042;0.919333;0.938067;0.875733;0.910981;0.895779;0.990957;0.976839;0.968679;0.939755;0.971020;0.907002;0.941686;0.978580;0.000000;0.887233;0.875499;0.920198;0.938678;0.957482;0.947026;0.937927;0.941313;0.982243
ID68;0.991148;0.988597;0.991516;0.995031;0.987452;0.991392;0.994034;0.991532;0.976703;0.992137;0.994407;0.987099;0.960645;0.884197;0.908782;0.891536;0.820473;0.893446;0.998729;0.968696;0.936719;0.824163;0.872485;0.865746;0.964226;0.968378;0.977658;0.984864;0.989369;0.999727;0.969831;0.979987;0.955854;0.978414;0.951401;0.838401;0.751859;0.998443;0.966579;0.999473;0.869175;0.811457;0.896654;0.713873;0.763959;0.852924;0.923110;0.880224;0.973111;0.811964;0.889675;0.766824;0.855158;0.936628;0.887233;0.000000;0.737724;0.750624;0.832750;0.951439;0.841098;0.894317;0.918560;0.930589
ID69;0.994758;0.992065;0.994395;0.996657;0.991915;0.994242;0.996608;0.994977;0.985157;0.995246;0.996554;0.991884;0.975066;0.914103;0.932589;0.925533;0.866358;0.923905;0.999253;0.979099;0.956316;0.872596;0.888731;0.904368;0.978027;0.981823;0.987407;0.991831;0.993589;0.999846;0.981317;0.988217;0.969170;0.987364;0.971056;0.863471;0.798668;0.998124;0.980775;0.999505;0.851394;0.811402;0.895397;0.724958;0.799042;0.833900;0.948141;0.921714;0.969931;0.852979;0.926498;0.784560;0.867890;0.961619;0.875499;0.737724;0.000000;0.802902;0.851957;0.942332;0.865761;0.922212;0.943621;0.954589
ID70;0.982978;0.985501;0.988509;0.993196;0.981702;0.988195;0.989543;0.984119;0.961612;0.985738;0.990740;0.980805;0.902800;0.820892;0.860155;0.808789;0.744940;0.832166;0.997850;0.915593;0.879637;0.757554;0.855906;0.803204;0.913753;0.915961;0.940884;0.958479;0.976521;0.999582;0.928932;0.951765;0.913042;0.958947;0.939988;0.843276;0.712159;0.998865;0.913750;0.999705;0.906056;0.850614;0.916755;0.744370;0.750836;0.903779;0.924120;0.860465;0.984141;0.756272;0.785401;0.782537;0.841529;0.855247;0.920198;0.750624;0.802902;0.000000;0.814814;0.970308;0.797827;0.828055;0.833712;0.863814
ID71;0.984287;0.983590;0.988297;0.993382;0.981644;0.987119;0.991246;0.985964;0.963012;0.987665;0.991904;0.981349;0.934390;0.917514;0.926240;0.921442;0.881424;0.926618;0.998342;0.946829;0.933458;0.884517;0.929726;0.912026;0.937856;0.940235;0.961761;0.977648;0.980715;0.999669;0.950368;0.962413;0.924772;0.969967;0.955443;0.899397;0.861694;0.999051;0.945239;0.999806;0.932860;0.891846;0.943863;0.830876;0.849503;0.928435;0.946230;0.913458;0.983577;0.846670;0.912229;0.849802;0.858918;0.925006;0.938678;0.832750;0.851957;0.814814;0.000000;0.904656;0.825613;0.867011;0.875328;0.946328
ID72;0.998498;0.998445;0.997608;0.998562;0.998660;0.997727;0.998636;0.998847;0.998354;0.999260;0.999274;0.995191;0.997280;0.986228;0.987714;0.988932;0.979570;0.988154;0.999486;0.997253;0.992891;0.979997;0.970847;0.985047;0.995516;0.997577;0.998343;0.998850;0.998430;0.999594;0.995777;0.998409;0.996870;0.998189;0.995034;0.973337;0.967805;0.998886;0.998058;0.998883;0.953312;0.961530;0.972398;0.950020;0.965282;0.941559;0.991862;0.986921;0.967640;0.975582;0.990116;0.960651;0.975344;0.994585;0.957482;0.951439;0.942332;0.970308;0.904656;0.000000;0.972514;0.983954;0.991392;0.993947
ID73;0.981615;0.982293;0.986393;0.991893;0.978819;0.985518;0.989123;0.983722;0.956556;0.985401;0.990604;0.978678;0.905927;0.910267;0.914438;0.907987;0.872702;0.920143;0.997940;0.922999;0.914593;0.876316;0.940909;0.907319;0.915199;0.916211;0.945159;0.967345;0.975385;0.999584;0.931460;0.949498;0.900971;0.960715;0.947120;0.898999;0.870278;0.998888;0.920943;0.999556;0.942967;0.898728;0.953201;0.841106;0.844864;0.938783;0.937215;0.896532;0.987917;0.823288;0.891444;0.848413;0.839873;0.891549;0.947026;0.841098;0.865761;0.797827;0.825613;0.972514;0.000000;0.829032;0.828120;0.936020
ID74;0.984706;0.984543;0.988243;0.993094;0.981642;0.987578;0.989782;0.985225;0.957259;0.985868;0.991574;0.978540;0.887576;0.925791;0.922558;0.921834;0.897100;0.936613;0.998160;0.898444;0.901663;0.896301;0.970182;0.926108;0.906496;0.906640;0.934305;0.961560;0.975102;0.999368;0.888917;0.947079;0.874601;0.956803;0.945041;0.918455;0.922211;0.997598;0.894652;0.999552;0.925238;0.928305;0.974756;0.901264;0.876873;0.973610;0.931986;0.892628;0.988393;0.837438;0.893891;0.874511;0.839633;0.870874;0.937927;0.894317;0.922212;0.828055;0.867011;0.983954;0.829032;0.000000;0.746585;0.942028
ID75;0.982475;0.984772;0.988136;0.992870;0.980799;0.987690;0.988606;0.983313;0.954302;0.983967;0.990721;0.979262;0.863052;0.924823;0.921596;0.917415;0.901497;0.935692;0.998004;0.872925;0.883866;0.903190;0.979979;0.928464;0.885056;0.883696;0.916638;0.949193;0.972035;0.999419;0.856905;0.936851;0.862207;0.952245;0.947441;0.929403;0.936946;0.997871;0.865312;0.999715;0.928653;0.948580;0.990846;0.924218;0.892980;0.988137;0.941402;0.904509;0.994954;0.842878;0.876899;0.897050;0.851860;0.835527;0.941313;0.918560;0.943621;0.833712;0.875328;0.991392;0.828120;0.746585;0.000000;0.934178
ID77;0.986699;0.994546;0.994548;0.996211;0.991319;0.994775;0.992127;0.989024;0.984818;0.990502;0.992878;0.990942;0.935669;0.857335;0.901014;0.774371;0.834232;0.844345;0.997070;0.945691;0.905003;0.835805;0.916836;0.847265;0.931931;0.934121;0.938158;0.917336;0.980895;0.999050;0.947108;0.962338;0.968674;0.971351;0.974296;0.941909;0.864697;0.999666;0.941069;0.999944;0.979850;0.949050;0.969391;0.928907;0.907894;0.976626;0.972371;0.937697;0.994199;0.896891;0.707466;0.938042;0.960279;0.841208;0.982243;0.930589;0.954589;0.863814;0.946328;0.993947;0.936020;0.942028;0.934178;0.000000
